dateChecked,dateCheckedHour,dateCheckedMinute,dateCheckedDayOfWeek,dateCheckedDayOfMonth,appointmentDaysFound,earliestAppointmentDate,earliestAppointmentDelta
2021-09-24T00:42:00,0,42,4,24,0,,
2021-09-24T00:44:00,0,44,4,24,0,,
2021-09-24T00:46:00,0,46,4,24,0,,
2021-09-24T00:48:00,0,48,4,24,0,,
2021-09-24T00:50:00,0,50,4,24,0,,
2021-09-24T00:52:00,0,52,4,24,0,,
2021-09-24T00:54:00,0,54,4,24,0,,
2021-09-24T00:56:00,0,56,4,24,2,2021-10-19T00:00:00,25
2021-09-24T00:58:00,0,58,4,24,0,,
2021-09-24T01:00:00,1,0,4,24,0,,
2021-09-24T01:02:00,1,2,4,24,0,,
2021-09-24T01:04:00,1,4,4,24,0,,
2021-09-24T01:06:00,1,6,4,24,0,,
2021-09-24T01:08:00,1,8,4,24,0,,
2021-09-24T01:10:00,1,10,4,24,0,,
2021-09-24T01:12:00,1,12,4,24,0,,
2021-09-24T01:14:00,1,14,4,24,0,,
2021-09-24T01:16:00,1,16,4,24,0,,
2021-09-24T01:18:00,1,18,4,24,0,,
2021-09-24T01:20:00,1,20,4,24,0,,
2021-09-24T01:22:00,1,22,4,24,0,,
2021-09-24T01:24:00,1,24,4,24,0,,
2021-09-24T01:26:00,1,26,4,24,0,,
2021-09-24T01:28:00,1,28,4,24,0,,
2021-09-24T01:30:00,1,30,4,24,0,,
2021-09-24T01:32:00,1,32,4,24,0,,
2021-09-24T01:34:00,1,34,4,24,0,,
2021-09-24T01:36:00,1,36,4,24,0,,
2021-09-24T01:38:00,1,38,4,24,0,,
2021-09-24T01:40:00,1,40,4,24,0,,
2021-09-24T01:42:00,1,42,4,24,0,,
2021-09-24T01:44:00,1,44,4,24,0,,
2021-09-24T01:46:00,1,46,4,24,0,,
2021-09-24T01:48:00,1,48,4,24,0,,
2021-09-24T01:50:00,1,50,4,24,0,,
2021-09-24T01:52:00,1,52,4,24,0,,
2021-09-24T01:54:00,1,54,4,24,0,,
2021-09-24T01:56:00,1,56,4,24,0,,
2021-09-24T01:58:00,1,58,4,24,0,,
2021-09-24T02:00:00,2,0,4,24,0,,
2021-09-24T02:02:00,2,2,4,24,0,,
2021-09-24T02:04:00,2,4,4,24,0,,
2021-09-24T02:06:00,2,6,4,24,0,,
2021-09-24T02:08:00,2,8,4,24,0,,
2021-09-24T02:10:00,2,10,4,24,0,,
2021-09-24T02:12:00,2,12,4,24,0,,
2021-09-24T02:14:00,2,14,4,24,0,,
2021-09-24T02:16:00,2,16,4,24,0,,
2021-09-24T02:18:00,2,18,4,24,0,,
2021-09-24T02:20:00,2,20,4,24,0,,
2021-09-24T02:22:00,2,22,4,24,0,,
2021-09-24T02:24:00,2,24,4,24,0,,
2021-09-24T02:26:00,2,26,4,24,0,,
2021-09-24T02:28:00,2,28,4,24,0,,
2021-09-24T02:30:00,2,30,4,24,0,,
2021-09-24T02:32:00,2,32,4,24,0,,
2021-09-24T02:34:00,2,34,4,24,0,,
2021-09-24T02:36:00,2,36,4,24,0,,
2021-09-24T02:38:00,2,38,4,24,0,,
2021-09-24T02:40:00,2,40,4,24,0,,
2021-09-24T02:42:00,2,42,4,24,0,,
2021-09-24T02:44:00,2,44,4,24,0,,
2021-09-24T02:46:00,2,46,4,24,0,,
2021-09-24T02:48:00,2,48,4,24,0,,
2021-09-24T02:50:00,2,50,4,24,0,,
2021-09-24T02:52:00,2,52,4,24,0,,
2021-09-24T02:54:00,2,54,4,24,0,,
2021-09-24T02:56:00,2,56,4,24,0,,
2021-09-24T02:58:00,2,58,4,24,0,,
2021-09-24T03:00:00,3,0,4,24,0,,
2021-09-24T03:02:00,3,2,4,24,1,2021-09-24T00:00:00,0
2021-09-24T03:04:00,3,4,4,24,1,2021-09-24T00:00:00,0
2021-09-24T03:06:00,3,6,4,24,1,2021-09-24T00:00:00,0
2021-09-24T03:08:00,3,8,4,24,0,,
2021-09-24T03:10:00,3,10,4,24,0,,
2021-09-24T03:12:00,3,12,4,24,0,,
2021-09-24T03:14:00,3,14,4,24,0,,
2021-09-24T03:16:00,3,16,4,24,0,,
2021-09-24T03:18:00,3,18,4,24,0,,
2021-09-24T03:20:00,3,20,4,24,0,,
2021-09-24T03:22:00,3,22,4,24,0,,
2021-09-24T03:24:00,3,24,4,24,0,,
2021-09-24T03:26:00,3,26,4,24,0,,
2021-09-24T03:28:00,3,28,4,24,0,,
2021-09-24T03:30:00,3,30,4,24,0,,
2021-09-24T03:32:00,3,32,4,24,0,,
2021-09-24T03:34:00,3,34,4,24,0,,
2021-09-24T03:36:00,3,36,4,24,0,,
2021-09-24T03:38:00,3,38,4,24,0,,
2021-09-24T03:40:00,3,40,4,24,0,,
2021-09-24T03:42:00,3,42,4,24,0,,
2021-09-24T03:44:00,3,44,4,24,0,,
2021-09-24T03:46:00,3,46,4,24,0,,
2021-09-24T03:48:00,3,48,4,24,0,,
2021-09-24T03:50:00,3,50,4,24,0,,
2021-09-24T03:52:00,3,52,4,24,0,,
2021-09-24T03:54:00,3,54,4,24,0,,
2021-09-24T03:56:00,3,56,4,24,0,,
2021-09-24T03:58:00,3,58,4,24,0,,
2021-09-24T04:00:00,4,0,4,24,0,,
2021-09-24T04:02:00,4,2,4,24,0,,
2021-09-24T04:04:00,4,4,4,24,0,,
2021-09-24T04:06:00,4,6,4,24,0,,
2021-09-24T04:08:00,4,8,4,24,0,,
2021-09-24T04:10:00,4,10,4,24,0,,
2021-09-24T04:12:00,4,12,4,24,0,,
2021-09-24T04:14:00,4,14,4,24,0,,
2021-09-24T04:16:00,4,16,4,24,0,,
2021-09-24T04:18:00,4,18,4,24,0,,
2021-09-24T04:20:00,4,20,4,24,0,,
2021-09-24T04:22:00,4,22,4,24,0,,
2021-09-24T04:24:00,4,24,4,24,0,,
2021-09-24T04:26:00,4,26,4,24,0,,
2021-09-24T04:28:00,4,28,4,24,0,,
2021-09-24T04:30:00,4,30,4,24,0,,
2021-09-24T04:32:00,4,32,4,24,0,,
2021-09-24T04:34:00,4,34,4,24,0,,
2021-09-24T04:36:00,4,36,4,24,0,,
2021-09-24T04:38:00,4,38,4,24,0,,
2021-09-24T04:40:00,4,40,4,24,0,,
2021-09-24T04:42:00,4,42,4,24,0,,
2021-09-24T04:44:00,4,44,4,24,0,,
2021-09-24T04:46:00,4,46,4,24,0,,
2021-09-24T04:48:00,4,48,4,24,0,,
2021-09-24T04:50:00,4,50,4,24,0,,
2021-09-24T04:52:00,4,52,4,24,0,,
2021-09-24T04:54:00,4,54,4,24,0,,
2021-09-24T04:56:00,4,56,4,24,0,,
2021-09-24T04:58:00,4,58,4,24,0,,
2021-09-24T05:00:00,5,0,4,24,0,,
2021-09-24T05:02:00,5,2,4,24,0,,
2021-09-24T05:04:00,5,4,4,24,0,,
2021-09-24T05:06:00,5,6,4,24,0,,
2021-09-24T05:08:00,5,8,4,24,0,,
2021-09-24T05:10:00,5,10,4,24,0,,
2021-09-24T05:12:00,5,12,4,24,0,,
2021-09-24T05:14:00,5,14,4,24,0,,
2021-09-24T05:16:00,5,16,4,24,0,,
2021-09-24T05:18:00,5,18,4,24,0,,
2021-09-24T05:20:00,5,20,4,24,0,,
2021-09-24T05:22:00,5,22,4,24,0,,
2021-09-24T05:24:00,5,24,4,24,0,,
2021-09-24T05:26:00,5,26,4,24,0,,
2021-09-24T05:28:00,5,28,4,24,0,,
2021-09-24T05:30:00,5,30,4,24,0,,
2021-09-24T05:32:00,5,32,4,24,0,,
2021-09-24T05:34:00,5,34,4,24,0,,
2021-09-24T05:36:00,5,36,4,24,0,,
2021-09-24T05:38:00,5,38,4,24,0,,
2021-09-24T05:40:00,5,40,4,24,0,,
2021-09-24T05:42:00,5,42,4,24,0,,
2021-09-24T05:44:00,5,44,4,24,0,,
2021-09-24T05:46:00,5,46,4,24,0,,
2021-09-24T05:48:00,5,48,4,24,0,,
2021-09-24T05:50:00,5,50,4,24,0,,
2021-09-24T05:52:00,5,52,4,24,0,,
2021-09-24T05:54:00,5,54,4,24,0,,
2021-09-24T05:56:00,5,56,4,24,0,,
2021-09-24T05:58:00,5,58,4,24,0,,
2021-09-24T06:00:00,6,0,4,24,0,,
2021-09-24T06:02:00,6,2,4,24,0,,
2021-09-24T06:04:00,6,4,4,24,0,,
2021-09-24T06:06:00,6,6,4,24,0,,
2021-09-24T06:08:00,6,8,4,24,0,,
2021-09-24T06:10:00,6,10,4,24,0,,
2021-09-24T06:12:00,6,12,4,24,0,,
2021-09-24T06:14:00,6,14,4,24,0,,
2021-09-24T06:16:00,6,16,4,24,0,,
2021-09-24T06:18:00,6,18,4,24,0,,
2021-09-24T06:20:00,6,20,4,24,0,,
2021-09-24T06:22:00,6,22,4,24,0,,
2021-09-24T06:24:00,6,24,4,24,0,,
2021-09-24T06:26:00,6,26,4,24,0,,
2021-09-24T06:28:00,6,28,4,24,0,,
2021-09-24T06:30:00,6,30,4,24,0,,
2021-09-24T06:32:00,6,32,4,24,0,,
2021-09-24T06:34:00,6,34,4,24,0,,
2021-09-24T06:36:00,6,36,4,24,0,,
2021-09-24T06:38:00,6,38,4,24,0,,
2021-09-24T06:40:00,6,40,4,24,0,,
2021-09-24T06:42:00,6,42,4,24,0,,
2021-09-24T06:44:00,6,44,4,24,0,,
2021-09-24T06:46:00,6,46,4,24,0,,
2021-09-24T06:48:00,6,48,4,24,0,,
2021-09-24T06:50:00,6,50,4,24,0,,
2021-09-24T06:52:00,6,52,4,24,1,2021-09-24T00:00:00,0
2021-09-24T06:54:00,6,54,4,24,1,2021-09-24T00:00:00,0
2021-09-24T06:56:00,6,56,4,24,1,2021-09-24T00:00:00,0
2021-09-24T06:58:00,6,58,4,24,1,2021-09-24T00:00:00,0
2021-09-24T07:00:00,7,0,4,24,1,2021-10-22T00:00:00,28
2021-09-24T07:02:00,7,2,4,24,2,2021-10-22T00:00:00,28
2021-09-24T07:04:00,7,4,4,24,0,,
2021-09-24T07:06:00,7,6,4,24,0,,
2021-09-24T07:08:00,7,8,4,24,0,,
2021-09-24T07:10:00,7,10,4,24,0,,
2021-09-24T07:12:00,7,12,4,24,1,2021-09-24T00:00:00,0
2021-09-24T07:14:00,7,14,4,24,0,,
2021-09-24T07:16:00,7,16,4,24,1,2021-09-24T00:00:00,0
2021-09-24T07:18:00,7,18,4,24,1,2021-09-24T00:00:00,0
2021-09-24T07:20:00,7,20,4,24,0,,
2021-09-24T07:22:00,7,22,4,24,0,,
2021-09-24T07:24:00,7,24,4,24,0,,
2021-09-24T07:26:00,7,26,4,24,3,2021-09-24T00:00:00,0
2021-09-24T07:28:00,7,28,4,24,1,2021-09-24T00:00:00,0
2021-09-24T07:30:00,7,30,4,24,2,2021-10-01T00:00:00,7
2021-09-24T07:32:00,7,32,4,24,2,2021-10-22T00:00:00,28
2021-09-24T07:34:00,7,34,4,24,2,2021-10-22T00:00:00,28
2021-09-24T07:36:00,7,36,4,24,3,2021-09-24T00:00:00,0
2021-09-24T07:38:00,7,38,4,24,0,,
2021-09-24T07:40:00,7,40,4,24,1,2021-11-19T00:00:00,56
2021-09-24T07:42:00,7,42,4,24,4,2021-09-24T00:00:00,0
2021-09-24T07:44:00,7,44,4,24,1,2021-11-19T00:00:00,56
2021-09-24T07:46:00,7,46,4,24,6,2021-09-24T00:00:00,0
2021-09-24T07:48:00,7,48,4,24,3,2021-10-22T00:00:00,28
2021-09-24T07:50:00,7,50,4,24,1,2021-11-19T00:00:00,56
2021-09-24T07:52:00,7,52,4,24,1,2021-11-19T00:00:00,56
2021-09-24T07:54:00,7,54,4,24,0,,
2021-09-24T07:56:00,7,56,4,24,2,2021-09-24T00:00:00,0
2021-09-24T07:58:00,7,58,4,24,2,2021-09-24T00:00:00,0
2021-09-24T08:00:00,8,0,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:02:00,8,2,4,24,3,2021-09-24T00:00:00,0
2021-09-24T08:04:00,8,4,4,24,2,2021-09-24T00:00:00,0
2021-09-24T08:06:00,8,6,4,24,2,2021-09-24T00:00:00,0
2021-09-24T08:08:00,8,8,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:10:00,8,10,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:12:00,8,12,4,24,4,2021-09-24T00:00:00,0
2021-09-24T08:14:00,8,14,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:16:00,8,16,4,24,2,2021-09-24T00:00:00,0
2021-09-24T08:18:00,8,18,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:20:00,8,20,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:22:00,8,22,4,24,3,2021-09-24T00:00:00,0
2021-09-24T08:24:00,8,24,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:26:00,8,26,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:28:00,8,28,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:30:00,8,30,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:32:00,8,32,4,24,2,2021-09-24T00:00:00,0
2021-09-24T08:34:00,8,34,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:36:00,8,36,4,24,4,2021-09-24T00:00:00,0
2021-09-24T08:38:00,8,38,4,24,2,2021-11-19T00:00:00,56
2021-09-24T08:40:00,8,40,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:42:00,8,42,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:44:00,8,44,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:46:00,8,46,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:48:00,8,48,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:50:00,8,50,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:52:00,8,52,4,24,4,2021-11-12T00:00:00,49
2021-09-24T08:54:00,8,54,4,24,1,2021-11-19T00:00:00,56
2021-09-24T08:56:00,8,56,4,24,3,2021-09-24T00:00:00,0
2021-09-24T08:58:00,8,58,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:00:00,9,0,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:02:00,9,2,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:04:00,9,4,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:06:00,9,6,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:08:00,9,8,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:10:00,9,10,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:12:00,9,12,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:14:00,9,14,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:16:00,9,16,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:18:00,9,18,4,24,2,2021-11-17T00:00:00,54
2021-09-24T09:20:00,9,20,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:22:00,9,22,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:24:00,9,24,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:26:00,9,26,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:28:00,9,28,4,24,2,2021-11-17T00:00:00,54
2021-09-24T09:30:00,9,30,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:32:00,9,32,4,24,2,2021-11-17T00:00:00,54
2021-09-24T09:34:00,9,34,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:36:00,9,36,4,24,2,2021-11-16T00:00:00,53
2021-09-24T09:38:00,9,38,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:40:00,9,40,4,24,0,,
2021-09-24T09:42:00,9,42,4,24,0,,
2021-09-24T09:44:00,9,44,4,24,0,,
2021-09-24T09:46:00,9,46,4,24,3,2021-11-16T00:00:00,53
2021-09-24T09:48:00,9,48,4,24,0,,
2021-09-24T09:50:00,9,50,4,24,0,,
2021-09-24T09:52:00,9,52,4,24,0,,
2021-09-24T09:54:00,9,54,4,24,0,,
2021-09-24T09:56:00,9,56,4,24,1,2021-11-19T00:00:00,56
2021-09-24T09:58:00,9,58,4,24,0,,
2021-09-24T10:00:00,10,0,4,24,0,,
2021-09-24T10:02:00,10,2,4,24,4,2021-11-16T00:00:00,53
2021-09-24T10:04:00,10,4,4,24,2,2021-11-19T00:00:00,56
2021-09-24T10:06:00,10,6,4,24,3,2021-11-16T00:00:00,53
2021-09-24T10:08:00,10,8,4,24,2,2021-11-19T00:00:00,56
2021-09-24T10:10:00,10,10,4,24,2,2021-11-19T00:00:00,56
2021-09-24T10:12:00,10,12,4,24,1,2021-11-23T00:00:00,60
2021-09-24T10:14:00,10,14,4,24,1,2021-11-23T00:00:00,60
2021-09-24T10:16:00,10,16,4,24,3,2021-11-16T00:00:00,53
2021-09-24T10:18:00,10,18,4,24,1,2021-11-23T00:00:00,60
2021-09-24T10:20:00,10,20,4,24,3,2021-10-22T00:00:00,28
2021-09-24T10:22:00,10,22,4,24,4,2021-10-22T00:00:00,28
2021-09-24T10:24:00,10,24,4,24,2,2021-11-19T00:00:00,56
2021-09-24T10:26:00,10,26,4,24,4,2021-11-16T00:00:00,53
2021-09-24T10:28:00,10,28,4,24,1,2021-11-19T00:00:00,56
2021-09-24T10:30:00,10,30,4,24,0,,
2021-09-24T10:32:00,10,32,4,24,2,2021-11-16T00:00:00,53
2021-09-24T10:34:00,10,34,4,24,2,2021-10-22T00:00:00,28
2021-09-24T10:36:00,10,36,4,24,1,2021-11-19T00:00:00,56
2021-09-24T10:38:00,10,38,4,24,0,,
2021-09-24T10:40:00,10,40,4,24,0,,
2021-09-24T10:42:00,10,42,4,24,0,,
2021-09-24T10:44:00,10,44,4,24,0,,
2021-09-24T10:46:00,10,46,4,24,3,2021-11-01T00:00:00,38
2021-09-24T10:48:00,10,48,4,24,2,2021-11-01T00:00:00,38
2021-09-24T10:50:00,10,50,4,24,0,,
2021-09-24T10:52:00,10,52,4,24,2,2021-11-02T00:00:00,39
2021-09-24T10:54:00,10,54,4,24,1,2021-11-02T00:00:00,39
2021-09-24T10:56:00,10,56,4,24,8,2021-10-20T00:00:00,26
2021-09-24T10:58:00,10,58,4,24,4,2021-11-03T00:00:00,40
2021-09-24T11:00:00,11,0,4,24,4,2021-11-03T00:00:00,40
2021-09-24T11:02:00,11,2,4,24,4,2021-11-04T00:00:00,41
2021-09-24T11:04:00,11,4,4,24,4,2021-11-04T00:00:00,41
2021-09-24T11:06:00,11,6,4,24,3,2021-11-10T00:00:00,47
2021-09-24T11:08:00,11,8,4,24,0,,
2021-09-24T11:10:00,11,10,4,24,0,,
2021-09-24T11:12:00,11,12,4,24,1,2021-11-01T00:00:00,38
2021-09-24T11:14:00,11,14,4,24,0,,
2021-09-24T11:16:00,11,16,4,24,4,2021-09-24T00:00:00,0
2021-09-24T11:18:00,11,18,4,24,1,2021-11-19T00:00:00,56
2021-09-24T11:20:00,11,20,4,24,1,2021-11-19T00:00:00,56
2021-09-24T11:22:00,11,22,4,24,1,2021-11-19T00:00:00,56
2021-09-24T11:24:00,11,24,4,24,0,,
2021-09-24T11:26:00,11,26,4,24,4,2021-11-03T00:00:00,40
2021-09-24T11:28:00,11,28,4,24,0,,
2021-09-24T11:30:00,11,30,4,24,0,,
2021-09-24T11:32:00,11,32,4,24,0,,
2021-09-24T11:34:00,11,34,4,24,0,,
2021-09-24T11:36:00,11,36,4,24,0,,
2021-09-24T11:38:00,11,38,4,24,0,,
2021-09-24T11:40:00,11,40,4,24,0,,
2021-09-24T11:42:00,11,42,4,24,0,,
2021-09-24T11:44:00,11,44,4,24,0,,
2021-09-24T11:46:00,11,46,4,24,2,2021-11-05T00:00:00,42
2021-09-24T11:48:00,11,48,4,24,0,,
2021-09-24T11:50:00,11,50,4,24,1,2021-11-19T00:00:00,56
2021-09-24T11:52:00,11,52,4,24,1,2021-11-19T00:00:00,56
2021-09-24T11:54:00,11,54,4,24,0,,
2021-09-24T11:56:00,11,56,4,24,1,2021-09-24T00:00:00,0
2021-09-24T11:58:00,11,58,4,24,0,,
2021-09-24T12:00:00,12,0,4,24,1,2021-11-19T00:00:00,56
2021-09-24T12:02:00,12,2,4,24,2,2021-11-19T00:00:00,56
2021-09-24T12:04:00,12,4,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:06:00,12,6,4,24,4,2021-10-08T00:00:00,14
2021-09-24T12:08:00,12,8,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:10:00,12,10,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:12:00,12,12,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:14:00,12,14,4,24,0,,
2021-09-24T12:16:00,12,16,4,24,3,2021-11-02T00:00:00,39
2021-09-24T12:18:00,12,18,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:20:00,12,20,4,24,0,,
2021-09-24T12:22:00,12,22,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:24:00,12,24,4,24,0,,
2021-09-24T12:26:00,12,26,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:28:00,12,28,4,24,0,,
2021-09-24T12:30:00,12,30,4,24,0,,
2021-09-24T12:32:00,12,32,4,24,1,2021-11-23T00:00:00,60
2021-09-24T12:34:00,12,34,4,24,0,,
2021-09-24T12:36:00,12,36,4,24,4,2021-09-28T00:00:00,4
2021-09-24T12:38:00,12,38,4,24,2,2021-09-29T00:00:00,5
2021-09-24T12:40:00,12,40,4,24,0,,
2021-09-24T12:42:00,12,42,4,24,0,,
2021-09-24T12:44:00,12,44,4,24,0,,
2021-09-24T12:46:00,12,46,4,24,0,,
2021-09-24T12:48:00,12,48,4,24,0,,
2021-09-24T12:50:00,12,50,4,24,1,2021-11-19T00:00:00,56
2021-09-24T12:52:00,12,52,4,24,5,2021-09-28T00:00:00,4
2021-09-24T12:54:00,12,54,4,24,0,,
2021-09-24T12:56:00,12,56,4,24,1,2021-09-24T00:00:00,0
2021-09-24T12:58:00,12,58,4,24,1,2021-09-24T00:00:00,0
2021-09-24T13:00:00,13,0,4,24,0,,
2021-09-24T13:02:00,13,2,4,24,0,,
2021-09-24T13:04:00,13,4,4,24,0,,
2021-09-24T13:06:00,13,6,4,24,1,2021-09-24T00:00:00,0
2021-09-24T13:08:00,13,8,4,24,0,,
2021-09-24T13:10:00,13,10,4,24,0,,
2021-09-24T13:12:00,13,12,4,24,0,,
2021-09-24T13:14:00,13,14,4,24,0,,
2021-09-24T13:16:00,13,16,4,24,1,2021-09-24T00:00:00,0
2021-09-24T13:18:00,13,18,4,24,0,,
2021-09-24T13:20:00,13,20,4,24,0,,
2021-09-24T13:22:00,13,22,4,24,0,,
2021-09-24T13:24:00,13,24,4,24,0,,
2021-09-24T13:26:00,13,26,4,24,0,,
2021-09-24T13:28:00,13,28,4,24,0,,
2021-09-24T13:30:00,13,30,4,24,0,,
2021-09-24T13:32:00,13,32,4,24,0,,
2021-09-24T13:34:00,13,34,4,24,0,,
2021-09-24T13:36:00,13,36,4,24,4,2021-10-21T00:00:00,27
2021-09-24T13:38:00,13,38,4,24,0,,
2021-09-24T13:40:00,13,40,4,24,0,,
2021-09-24T13:42:00,13,42,4,24,0,,
2021-09-24T13:44:00,13,44,4,24,0,,
2021-09-24T13:46:00,13,46,4,24,1,2021-11-12T00:00:00,49
2021-09-24T13:48:00,13,48,4,24,0,,
2021-09-24T13:50:00,13,50,4,24,0,,
2021-09-24T13:52:00,13,52,4,24,3,2021-10-21T00:00:00,27
2021-09-24T13:54:00,13,54,4,24,1,2021-11-19T00:00:00,56
2021-09-24T13:56:00,13,56,4,24,1,2021-11-12T00:00:00,49
2021-09-24T13:58:00,13,58,4,24,0,,
2021-09-24T14:00:00,14,0,4,24,0,,
2021-09-24T14:02:00,14,2,4,24,2,2021-11-19T00:00:00,56
2021-09-24T14:04:00,14,4,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:06:00,14,6,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:08:00,14,8,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:10:00,14,10,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:12:00,14,12,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:14:00,14,14,4,24,0,,
2021-09-24T14:16:00,14,16,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:18:00,14,18,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:20:00,14,20,4,24,0,,
2021-09-24T14:22:00,14,22,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:24:00,14,24,4,24,0,,
2021-09-24T14:26:00,14,26,4,24,2,2021-09-28T00:00:00,4
2021-09-24T14:28:00,14,28,4,24,0,,
2021-09-24T14:30:00,14,30,4,24,0,,
2021-09-24T14:32:00,14,32,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:34:00,14,34,4,24,0,,
2021-09-24T14:36:00,14,36,4,24,0,,
2021-09-24T14:38:00,14,38,4,24,0,,
2021-09-24T14:40:00,14,40,4,24,0,,
2021-09-24T14:42:00,14,42,4,24,1,2021-11-23T00:00:00,60
2021-09-24T14:44:00,14,44,4,24,0,,
2021-09-24T14:46:00,14,46,4,24,2,2021-11-19T00:00:00,56
2021-09-24T14:48:00,14,48,4,24,0,,
2021-09-24T14:50:00,14,50,4,24,0,,
2021-09-24T14:52:00,14,52,4,24,0,,
2021-09-24T14:54:00,14,54,4,24,0,,
2021-09-24T14:56:00,14,56,4,24,5,2021-10-01T00:00:00,7
2021-09-24T14:58:00,14,58,4,24,0,,
2021-09-24T15:00:00,15,0,4,24,0,,
2021-09-24T15:02:00,15,2,4,24,0,,
2021-09-24T15:04:00,15,4,4,24,0,,
2021-09-24T15:06:00,15,6,4,24,0,,
2021-09-24T15:08:00,15,8,4,24,0,,
2021-09-24T15:10:00,15,10,4,24,0,,
2021-09-24T15:12:00,15,12,4,24,0,,
2021-09-24T15:14:00,15,14,4,24,0,,
2021-09-24T15:16:00,15,16,4,24,0,,
2021-09-24T15:18:00,15,18,4,24,0,,
2021-09-24T15:20:00,15,20,4,24,0,,
2021-09-24T15:22:00,15,22,4,24,0,,
2021-09-24T15:24:00,15,24,4,24,0,,
2021-09-24T15:26:00,15,26,4,24,3,2021-11-03T00:00:00,40
2021-09-24T15:28:00,15,28,4,24,1,2021-11-23T00:00:00,60
2021-09-24T15:30:00,15,30,4,24,1,2021-11-23T00:00:00,60
2021-09-24T15:32:00,15,32,4,24,1,2021-11-23T00:00:00,60
2021-09-24T15:34:00,15,34,4,24,0,,
2021-09-24T15:36:00,15,36,4,24,0,,
2021-09-24T15:38:00,15,38,4,24,0,,
2021-09-24T15:40:00,15,40,4,24,0,,
2021-09-24T15:42:00,15,42,4,24,0,,
2021-09-24T15:44:00,15,44,4,24,0,,
2021-09-24T15:46:00,15,46,4,24,4,2021-10-01T00:00:00,7
2021-09-24T15:48:00,15,48,4,24,0,,
2021-09-24T15:50:00,15,50,4,24,0,,
2021-09-24T15:52:00,15,52,4,24,1,2021-11-23T00:00:00,60
2021-09-24T15:54:00,15,54,4,24,0,,
2021-09-24T15:56:00,15,56,4,24,0,,
2021-09-24T15:58:00,15,58,4,24,0,,
2021-09-24T16:00:00,16,0,4,24,0,,
2021-09-24T16:02:00,16,2,4,24,2,2021-11-10T00:00:00,47
2021-09-24T16:04:00,16,4,4,24,0,,
2021-09-24T16:06:00,16,6,4,24,5,2021-10-07T00:00:00,13
2021-09-24T16:08:00,16,8,4,24,0,,
2021-09-24T16:10:00,16,10,4,24,0,,
2021-09-24T16:12:00,16,12,4,24,0,,
2021-09-24T16:14:00,16,14,4,24,0,,
2021-09-24T16:16:00,16,16,4,24,1,2021-11-01T00:00:00,38
2021-09-24T16:18:00,16,18,4,24,0,,
2021-09-24T16:20:00,16,20,4,24,0,,
